activity;case;start;end;type;user
decide on travel expense approval;700;23.01.2017 12:59:00;23.01.2017 13:01:00;Manager;YS1169
send original documents to archive;700;31.01.2017 05:59:00;31.01.2017 06:11:00;Employee;YO3805
calculate payments;700;07.03.2017 07:59:00;07.03.2017 08:45:00;Accounting;WE5108
pay expenses;700;13.03.2017 08:31:00;13.03.2017 08:42:00;Accounting;WE5108
check if expense documents exist;701;18.01.2017 10:56:00;18.01.2017 11:05:00;Employee;GP5896
upload travel expense documents;701;18.01.2017 11:05:00;18.01.2017 11:15:00;Employee;GP5896
file travel expense report;701;18.01.2017 11:15:00;18.01.2017 11:25:00;Employee;GP5896
confirm travel expense report;701;18.01.2017 11:25:00;18.01.2017 11:27:00;Employee;GP5896
decide on travel expense approval;701;18.01.2017 13:02:00;18.01.2017 13:06:00;Manager;TF7102
send original documents to archive;701;23.01.2017 13:06:00;23.01.2017 13:28:00;Employee;GP5896
calculate payments;701;20.02.2017 09:09:00;20.02.2017 09:23:00;Accounting;FI12
pay expenses;701;27.02.2017 07:59:00;27.02.2017 08:09:00;Accounting;FI12
check if expense documents exist;702;23.01.2017 05:59:00;23.01.2017 06:19:00;Employee;XQ1540
upload travel expense documents;702;23.01.2017 06:19:00;23.01.2017 06:29:00;Employee;XQ1540
file travel expense report;702;23.01.2017 06:29:00;23.01.2017 06:39:00;Employee;XQ1540
confirm travel expense report;702;23.01.2017 06:39:00;23.01.2017 06:41:00;Employee;XQ1540
decide on travel expense approval;702;23.01.2017 13:01:00;23.01.2017 13:05:00;Manager;TD8091
send original documents to archive;702;06.02.2017 05:59:00;06.02.2017 06:24:00;Employee;XQ1540
calculate payments;702;08.02.2017 11:05:00;08.02.2017 11:21:00;Accounting;FI12
pay expenses;702;20.02.2017 09:04:00;20.02.2017 09:11:00;Accounting;FI12
check if expense documents exist;703;09.01.2017 05:59:00;09.01.2017 06:13:00;Employee;QE8049
upload travel expense documents;703;09.01.2017 06:13:00;09.01.2017 06:31:00;Employee;QE8049
file travel expense report;703;09.01.2017 06:31:00;09.01.2017 06:36:00;Employee;QE8049
confirm travel expense report;703;09.01.2017 06:36:00;09.01.2017 06:38:00;Employee;QE8049
decide on travel expense approval;703;09.01.2017 13:01:00;09.01.2017 13:05:00;Manager;MV9004
send original documents to archive;703;20.01.2017 10:13:00;20.01.2017 10:27:00;Employee;QE8049
calculate payments;703;24.01.2017 11:47:00;24.01.2017 12:22:00;Accounting;GR7476
pay expenses;703;02.02.2017 08:08:00;02.02.2017 08:18:00;Accounting;GR7476
check if expense documents exist;704;06.02.2017 05:59:00;06.02.2017 06:16:00;Employee;KC3980
upload travel expense documents;704;06.02.2017 06:16:00;06.02.2017 06:33:00;Employee;KC3980
file travel expense report;704;06.02.2017 06:33:00;06.02.2017 06:43:00;Employee;KC3980
confirm travel expense report;704;06.02.2017 06:43:00;06.02.2017 06:44:00;Employee;KC3980
decide on travel expense approval;704;06.02.2017 13:06:00;06.02.2017 13:08:00;Manager;LJ16
send original documents to archive;704;20.02.2017 05:59:00;20.02.2017 06:10:00;Employee;KC3980
calculate payments;704;23.02.2017 08:05:00;23.02.2017 08:33:00;Accounting;JH2172
pay expenses;704;07.03.2017 08:37:00;07.03.2017 08:48:00;Accounting;JH2172
pay expenses;705;12.01.2017 02:19:00;16.01.2017 09:09:00;Accounting;JH2172
check if expense documents exist;706;10.01.2017 07:13:00;10.01.2017 07:26:00;Employee;WF5772
file travel expense report;706;10.01.2017 07:26:00;10.01.2017 07:34:00;Employee;WF5772
confirm travel expense report;706;10.01.2017 07:34:00;10.01.2017 07:35:00;Employee;WF5772
decide on travel expense approval;706;10.01.2017 12:59:00;10.01.2017 13:06:00;Manager;CV4719
send request for travel expense correction;706;10.01.2017 13:06:00;10.01.2017 13:08:00;;
correct travel expense report;706;16.01.2017 05:59:00;16.01.2017 06:51:00;Employee;WF5772
decide on travel expense approval;706;16.01.2017 13:03:00;16.01.2017 13:06:00;Manager;CV4719
send original documents to archive;706;30.01.2017 05:59:00;30.01.2017 06:34:00;Employee;WF5772
calculate payments;706;20.02.2017 09:06:00;20.02.2017 09:51:00;Accounting;FI12
pay expenses;706;27.02.2017 09:20:00;27.02.2017 09:32:00;Accounting;FI12
check if expense documents exist;707;06.01.2017 19:27:00;06.01.2017 20:09:00;Employee;FA8394
upload travel expense documents;707;06.01.2017 20:09:00;06.01.2017 20:15:00;Employee;FA8394
file travel expense report;707;06.01.2017 20:15:00;06.01.2017 20:28:00;Employee;FA8394
confirm travel expense report;707;06.01.2017 20:28:00;06.01.2017 20:30:00;Employee;FA8394
decide on travel expense approval;707;09.01.2017 12:59:00;09.01.2017 13:01:00;Manager;YS1169
send original documents to archive;707;10.01.2017 17:16:00;10.01.2017 17:54:00;Employee;FA8394
calculate payments;707;03.02.2017 07:59:00;03.02.2017 08:19:00;Accounting;JK6642
pay expenses;707;13.02.2017 08:50:00;13.02.2017 08:57:00;Accounting;JK6642
decide on travel expense approval;708;02.01.2017 13:00:00;02.01.2017 13:02:00;Manager;YS1169
send original documents to archive;708;17.01.2017 13:55:00;17.01.2017 14:11:00;Employee;DM7475
calculate payments;708;18.01.2017 08:03:00;18.01.2017 08:32:00;Accounting;VA7847
pay expenses;708;25.01.2017 08:13:00;25.01.2017 08:19:00;Accounting;VA7847
check if expense documents exist;709;23.01.2017 05:59:00;23.01.2017 06:50:00;Employee;AV6058
upload travel expense documents;709;23.01.2017 06:50:00;23.01.2017 07:06:00;Employee;AV6058
file travel expense report;709;23.01.2017 07:06:00;23.01.2017 07:11:00;Employee;AV6058
confirm travel expense report;709;23.01.2017 07:11:00;23.01.2017 07:11:00;Employee;AV6058
decide on travel expense approval;709;23.01.2017 13:05:00;23.01.2017 13:12:00;Manager;MU7591
send original documents to archive;709;01.02.2017 08:13:00;01.02.2017 08:43:00;Employee;AV6058
calculate payments;709;15.02.2017 08:25:00;15.02.2017 09:27:00;Accounting;JH2172
pay expenses;709;06.03.2017 08:39:00;06.03.2017 08:45:00;Accounting;JH2172
check if expense documents exist;710;20.03.2017 05:59:00;20.03.2017 06:20:00;Employee;NA4675
file travel expense report;710;20.03.2017 06:20:00;20.03.2017 06:24:00;Employee;NA4675
confirm travel expense report;710;20.03.2017 06:24:00;20.03.2017 06:26:00;Employee;NA4675
decide on travel expense approval;710;20.03.2017 12:59:00;20.03.2017 13:00:00;Manager;MV9004
send original documents to archive;710;06.04.2017 10:37:00;06.04.2017 11:58:00;Employee;NA4675
calculate payments;710;10.04.2017 10:06:00;10.04.2017 11:53:00;Accounting;JH2172
pay expenses;710;25.04.2017 13:32:00;25.04.2017 13:36:00;Accounting;JH2172
check if expense documents exist;711;23.02.2017 17:33:00;23.02.2017 18:04:00;Employee;YF4918
upload travel expense documents;711;23.02.2017 18:04:00;23.02.2017 18:08:00;Employee;YF4918
file travel expense report;711;23.02.2017 18:08:00;23.02.2017 18:15:00;Employee;YF4918
confirm travel expense report;711;23.02.2017 18:15:00;23.02.2017 18:17:00;Employee;YF4918
decide on travel expense approval;711;24.02.2017 12:59:00;24.02.2017 13:04:00;Manager;TD8091
send request for travel expense correction;711;24.02.2017 13:04:00;24.02.2017 13:06:00;;
correct travel expense report;711;02.03.2017 10:14:00;02.03.2017 11:30:00;Employee;YF4918
decide on travel expense approval;711;02.03.2017 13:01:00;02.03.2017 13:01:00;Manager;TD8091
send original documents to archive;711;06.03.2017 07:29:00;06.03.2017 07:41:00;Employee;YF4918
calculate payments;711;30.03.2017 08:26:00;30.03.2017 10:19:00;Accounting;WE5108
pay expenses;711;14.04.2017 08:59:00;14.04.2017 09:03:00;Accounting;WE5108
check if expense documents exist;712;03.02.2017 10:59:00;03.02.2017 11:35:00;Employee;ES644
upload travel expense documents;712;03.02.2017 11:35:00;03.02.2017 11:45:00;Employee;ES644
file travel expense report;712;03.02.2017 11:45:00;03.02.2017 11:48:00;Employee;ES644
confirm travel expense report;712;03.02.2017 11:48:00;03.02.2017 11:48:00;Employee;ES644
decide on travel expense approval;712;03.02.2017 13:02:00;03.02.2017 13:06:00;Manager;DY1868
send request for travel expense correction;712;03.02.2017 13:06:00;03.02.2017 13:07:00;;
correct travel expense report;712;10.02.2017 18:49:00;10.02.2017 19:10:00;Employee;ES644
decide on travel expense approval;712;13.02.2017 12:59:00;13.02.2017 13:05:00;Manager;DY1868
send original documents to archive;712;17.02.2017 15:11:00;17.02.2017 15:21:00;Employee;ES644
calculate payments;712;01.03.2017 07:59:00;01.03.2017 08:32:00;Accounting;CX8911
pay expenses;712;13.03.2017 07:59:00;13.03.2017 08:05:00;Accounting;CX8911
check if expense documents exist;713;10.02.2017 12:50:00;10.02.2017 13:15:00;Employee;DG2973
upload travel expense documents;713;10.02.2017 13:15:00;10.02.2017 13:24:00;Employee;DG2973
file travel expense report;713;10.02.2017 13:24:00;10.02.2017 13:30:00;Employee;DG2973
confirm travel expense report;713;10.02.2017 13:30:00;10.02.2017 13:31:00;Employee;DG2973
decide on travel expense approval;713;13.02.2017 12:59:00;13.02.2017 13:05:00;Manager;OX4346
send original documents to archive;713;27.02.2017 05:59:00;27.02.2017 06:43:00;Employee;DG2973
calculate payments;713;28.02.2017 08:17:00;28.02.2017 08:55:00;Accounting;GR7476
pay expenses;713;07.03.2017 07:59:00;07.03.2017 08:10:00;Accounting;GR7476
check if expense documents exist;715;25.01.2017 05:59:00;25.01.2017 06:28:00;Employee;OJ1327
upload travel expense documents;715;25.01.2017 06:28:00;25.01.2017 06:34:00;Employee;OJ1327
file travel expense report;715;25.01.2017 06:34:00;25.01.2017 06:37:00;Employee;OJ1327
confirm travel expense report;715;25.01.2017 06:37:00;25.01.2017 06:42:00;Employee;OJ1327
decide on travel expense approval;715;25.01.2017 12:59:00;25.01.2017 13:02:00;Manager;MA6233
send original documents to archive;715;03.02.2017 08:57:00;03.02.2017 09:00:00;Employee;OJ1327
calculate payments;715;13.02.2017 08:25:00;13.02.2017 09:18:00;Accounting;WE5108
pay expenses;715;23.02.2017 08:39:00;23.02.2017 08:46:00;Accounting;WE5108
check if expense documents exist;716;30.01.2017 05:59:00;30.01.2017 06:13:00;Employee;UD1730
upload travel expense documents;716;30.01.2017 06:13:00;30.01.2017 06:34:00;Employee;UD1730
file travel expense report;716;30.01.2017 06:34:00;30.01.2017 06:45:00;Employee;UD1730
confirm travel expense report;716;30.01.2017 06:45:00;30.01.2017 06:46:00;Employee;UD1730
decide on travel expense approval;716;30.01.2017 13:05:00;30.01.2017 13:06:00;Manager;LV1269
send original documents to archive;716;06.02.2017 05:59:00;06.02.2017 06:28:00;Employee;UD1730
calculate payments;716;02.03.2017 07:59:00;02.03.2017 08:55:00;Accounting;FI12
pay expenses;716;17.03.2017 07:59:00;17.03.2017 08:04:00;Accounting;FI12
send original documents to archive;717;02.01.2017 18:39:00;03.01.2017 21:13:00;Employee;GS6323
calculate payments;717;17.01.2017 05:54:00;18.01.2017 08:46:00;Accounting;GR7476
pay expenses;717;23.01.2017 09:05:00;23.01.2017 09:11:00;Accounting;GR7476
check if expense documents exist;718;06.01.2017 05:59:00;06.01.2017 06:26:00;Employee;YX6007
upload travel expense documents;718;06.01.2017 06:26:00;06.01.2017 06:44:00;Employee;YX6007
file travel expense report;718;06.01.2017 06:44:00;06.01.2017 06:56:00;Employee;YX6007
confirm travel expense report;718;06.01.2017 06:56:00;06.01.2017 06:58:00;Employee;YX6007
decide on travel expense approval;718;06.01.2017 13:00:00;06.01.2017 13:01:00;Manager;MV9004
send request for travel expense correction;718;06.01.2017 13:01:00;06.01.2017 13:03:00;;
correct travel expense report;718;13.01.2017 11:13:00;13.01.2017 11:28:00;Employee;YX6007
decide on travel expense approval;718;13.01.2017 13:03:00;13.01.2017 13:03:00;Manager;MV9004
send request for travel expense correction;718;13.01.2017 13:03:00;13.01.2017 13:04:00;;
correct travel expense report;718;16.01.2017 05:59:00;16.01.2017 06:09:00;Employee;YX6007
decide on travel expense approval;718;16.01.2017 12:59:00;16.01.2017 13:04:00;Manager;MV9004
send original documents to archive;718;30.01.2017 13:05:00;30.01.2017 13:47:00;Employee;YX6007
calculate payments;718;21.02.2017 11:05:00;21.02.2017 12:05:00;Accounting;FQ3758
pay expenses;718;28.02.2017 08:54:00;28.02.2017 09:00:00;Accounting;FQ3758
check if expense documents exist;719;05.01.2017 08:26:00;05.01.2017 08:39:00;Employee;GX4142
upload travel expense documents;719;05.01.2017 08:39:00;05.01.2017 08:47:00;Employee;GX4142
file travel expense report;719;05.01.2017 08:47:00;05.01.2017 09:02:00;Employee;GX4142
confirm travel expense report;719;05.01.2017 09:02:00;05.01.2017 09:03:00;Employee;GX4142
decide on travel expense approval;719;05.01.2017 12:59:00;05.01.2017 13:07:00;Manager;MV9004
send original documents to archive;719;10.01.2017 13:59:00;10.01.2017 14:08:00;Employee;GX4142
calculate payments;719;13.02.2017 07:59:00;13.02.2017 08:23:00;Accounting;CX8911
pay expenses;719;20.02.2017 07:59:00;20.02.2017 08:04:00;Accounting;CX8911
check if expense documents exist;720;02.01.2017 00:03:00;05.01.2017 19:36:00;Employee;RF7139
upload travel expense documents;720;05.01.2017 19:36:00;05.01.2017 19:47:00;Employee;RF7139
file travel expense report;720;05.01.2017 19:47:00;05.01.2017 19:50:00;Employee;RF7139
confirm travel expense report;720;05.01.2017 19:50:00;05.01.2017 19:51:00;Employee;RF7139
decide on travel expense approval;720;06.01.2017 12:59:00;06.01.2017 13:00:00;Manager;MA6233
send request for travel expense correction;720;06.01.2017 13:00:00;06.01.2017 13:01:00;;
correct travel expense report;720;13.01.2017 05:59:00;13.01.2017 06:21:00;Employee;RF7139
decide on travel expense approval;720;13.01.2017 12:59:00;13.01.2017 13:04:00;Manager;MA6233
send original documents to archive;720;26.01.2017 05:59:00;26.01.2017 06:42:00;Employee;RF7139
calculate payments;720;01.02.2017 07:59:00;01.02.2017 08:59:00;Accounting;VA7847
pay expenses;720;06.02.2017 09:36:00;06.02.2017 09:45:00;Accounting;VA7847
check if expense documents exist;721;06.02.2017 05:59:00;06.02.2017 06:13:00;Employee;RV949
file travel expense report;721;06.02.2017 06:13:00;06.02.2017 06:35:00;Employee;RV949
confirm travel expense report;721;06.02.2017 06:35:00;06.02.2017 06:36:00;Employee;RV949
decide on travel expense approval;721;06.02.2017 13:03:00;06.02.2017 13:08:00;Manager;TD8091
send request for travel expense correction;721;06.02.2017 13:08:00;06.02.2017 13:09:00;;
correct travel expense report;721;13.02.2017 05:59:00;13.02.2017 06:55:00;Employee;RV949
decide on travel expense approval;721;13.02.2017 13:09:00;13.02.2017 13:14:00;Manager;TD8091
send original documents to archive;721;28.02.2017 05:59:00;28.02.2017 06:20:00;Employee;RV949
calculate payments;721;29.03.2017 08:24:00;29.03.2017 10:08:00;Accounting;CX8911
pay expenses;721;07.04.2017 08:59:00;07.04.2017 09:08:00;Accounting;CX8911
check if expense documents exist;722;23.02.2017 05:59:00;23.02.2017 06:45:00;Employee;HS5906
upload travel expense documents;722;23.02.2017 06:45:00;23.02.2017 07:01:00;Employee;HS5906
file travel expense report;722;23.02.2017 07:01:00;23.02.2017 07:14:00;Employee;HS5906
confirm travel expense report;722;23.02.2017 07:14:00;23.02.2017 07:17:00;Employee;HS5906
decide on travel expense approval;722;23.02.2017 12:59:00;23.02.2017 13:03:00;Manager;MA6233
send original documents to archive;722;06.03.2017 05:59:00;06.03.2017 06:41:00;Employee;HS5906
calculate payments;722;15.03.2017 10:37:00;15.03.2017 11:27:00;Accounting;VA7847
pay expenses;722;03.04.2017 08:30:00;03.04.2017 09:41:00;Accounting;VA7847
pay expenses;723;24.01.2017 07:59:00;24.01.2017 08:06:00;Accounting;WE5108
pay expenses;724;23.01.2017 08:47:00;23.01.2017 08:55:00;Accounting;WE5108
check if expense documents exist;725;15.02.2017 08:03:00;15.02.2017 08:15:00;Employee;XR6287
upload travel expense documents;725;15.02.2017 08:15:00;15.02.2017 08:23:00;Employee;XR6287
file travel expense report;725;15.02.2017 08:23:00;15.02.2017 08:41:00;Employee;XR6287
confirm travel expense report;725;15.02.2017 08:41:00;15.02.2017 08:43:00;Employee;XR6287
decide on travel expense approval;725;15.02.2017 12:59:00;15.02.2017 13:03:00;Manager;MV9004
send original documents to archive;725;17.02.2017 05:59:00;17.02.2017 06:23:00;Employee;XR6287
calculate payments;725;28.03.2017 08:05:00;28.03.2017 09:23:00;Accounting;FQ3758
pay expenses;725;10.04.2017 10:09:00;10.04.2017 10:13:00;Accounting;FQ3758
pay expenses;726;20.01.2017 08:04:00;20.01.2017 08:14:00;Accounting;FI12
pay expenses;727;04.01.2017 06:51:00;13.01.2017 08:03:00;Accounting;CX8911
calculate payments;728;02.01.2017 05:50:00;12.01.2017 08:28:00;Accounting;VA7847
pay expenses;728;18.01.2017 08:05:00;18.01.2017 08:16:00;Accounting;VA7847
file travel expense report;729;02.01.2017 06:44:00;02.01.2017 07:02:00;Employee;MA9069
confirm travel expense report;729;02.01.2017 07:02:00;02.01.2017 07:04:00;Employee;MA9069
decide on travel expense approval;729;02.01.2017 13:07:00;02.01.2017 13:13:00;Manager;TF7102
send request for travel expense correction;729;02.01.2017 13:13:00;02.01.2017 13:14:00;;
correct travel expense report;729;03.01.2017 07:50:00;03.01.2017 08:27:00;Employee;MA9069
decide on travel expense approval;729;03.01.2017 12:59:00;03.01.2017 13:01:00;Manager;TF7102
send original documents to archive;729;11.01.2017 05:59:00;11.01.2017 06:25:00;Employee;MA9069
calculate payments;729;30.01.2017 08:20:00;30.01.2017 09:18:00;Accounting;JH2172
pay expenses;729;09.02.2017 09:43:00;09.02.2017 09:55:00;Accounting;JH2172
pay expenses;730;20.01.2017 07:59:00;20.01.2017 08:06:00;Accounting;FQ3758
send original documents to archive;731;14.01.2017 03:50:00;16.01.2017 06:46:00;Employee;AK7488
calculate payments;731;28.01.2017 05:50:00;30.01.2017 08:42:00;Accounting;WO40
pay expenses;731;10.02.2017 10:28:00;10.02.2017 10:33:00;Accounting;WO40
send original documents to archive;732;09.01.2017 08:41:00;12.01.2017 11:00:00;Employee;OV6637
