activity;case;start;end
confirm travel expense report;1784;20.04.2017 12:27;20.04.2017 12:29
decide on travel expense approval;1784;20.04.2017 13:59;20.04.2017 14:05
send request for travel expense correction;1784;20.04.2017 14:05;20.04.2017 14:06
correct travel expense report;1784;26.04.2017 21:37;26.04.2017 21:52
decide on travel expense approval;1784;27.04.2017 13:59;27.04.2017 14:02
send original documents to archive;1784;15.05.2017 06:59;15.05.2017 07:14
calculate payments;1784;05.06.2017 08:59;05.06.2017 09:43
pay expenses;1784;09.06.2017 09:04;09.06.2017 09:10
file travel request;1785;23.01.2017 05:59;23.01.2017 06:18
check if travel request needs preliminary price inquiry;1785;23.01.2017 06:18;23.01.2017 06:20
decide on approval requirements;1785;23.01.2017 06:20;23.01.2017 06:20
check if booking is necessary;1785;26.01.2017 13:32;26.01.2017 13:38
check if expense documents exist;1785;06.03.2017 07:09;06.03.2017 07:51
upload travel expense documents;1785;06.03.2017 07:51;06.03.2017 08:18
file travel expense report;1785;06.03.2017 08:18;06.03.2017 08:22
confirm travel expense report;1785;06.03.2017 08:22;06.03.2017 08:23
decide on travel expense approval;1785;06.03.2017 13:11;06.03.2017 13:12
send request for travel expense correction;1785;06.03.2017 13:12;06.03.2017 13:14
correct travel expense report;1785;13.03.2017 05:59;13.03.2017 06:08
decide on travel expense approval;1785;13.03.2017 12:59;13.03.2017 13:02
send original documents to archive;1785;27.03.2017 05:59;27.03.2017 07:07
calculate payments;1785;24.04.2017 08:05;24.04.2017 10:05
pay expenses;1785;26.04.2017 14:14;26.04.2017 14:23
file travel request;1786;23.01.2017 05:59;23.01.2017 06:13
check if travel request needs preliminary price inquiry;1786;23.01.2017 06:13;23.01.2017 06:13
decide on approval requirements;1786;23.01.2017 06:13;23.01.2017 06:15
check if booking is necessary;1786;26.01.2017 12:08;26.01.2017 12:11
check if expense documents exist;1786;28.02.2017 05:59;28.02.2017 06:28
upload travel expense documents;1786;28.02.2017 06:28;28.02.2017 06:36
file travel expense report;1786;28.02.2017 06:36;28.02.2017 06:45
confirm travel expense report;1786;28.02.2017 06:45;28.02.2017 06:46
decide on travel expense approval;1786;28.02.2017 12:59;28.02.2017 13:04
send request for travel expense correction;1786;28.02.2017 13:04;28.02.2017 13:06
correct travel expense report;1786;03.03.2017 09:47;03.03.2017 10:23
decide on travel expense approval;1786;03.03.2017 13:01;03.03.2017 13:02
send original documents to archive;1786;06.03.2017 05:59;06.03.2017 06:16
calculate payments;1786;23.03.2017 07:59;23.03.2017 08:56
pay expenses;1786;03.04.2017 08:19;03.04.2017 09:26
file travel request;1787;23.01.2017 05:59;23.01.2017 06:14
check if travel request needs preliminary price inquiry;1787;23.01.2017 06:14;23.01.2017 06:15
decide on approval requirements;1787;23.01.2017 06:15;23.01.2017 06:16
check if booking is necessary;1787;26.01.2017 12:11;26.01.2017 12:13
check if expense documents exist;1787;17.04.2017 22:02;17.04.2017 22:11
file travel expense report;1787;17.04.2017 22:11;17.04.2017 22:14
confirm travel expense report;1787;17.04.2017 22:14;17.04.2017 22:16
decide on travel expense approval;1787;18.04.2017 13:59;18.04.2017 14:05
send original documents to archive;1787;25.04.2017 14:45;25.04.2017 15:05
calculate payments;1787;26.05.2017 08:59;26.05.2017 09:46
pay expenses;1787;30.05.2017 08:59;30.05.2017 09:10
file travel request;1788;23.01.2017 05:59;23.01.2017 06:03
check if travel request needs preliminary price inquiry;1788;23.01.2017 06:03;23.01.2017 06:04
decide on approval requirements;1788;23.01.2017 06:04;23.01.2017 06:05
check if booking is necessary;1788;26.01.2017 10:11;26.01.2017 10:13
check if expense documents exist;1788;20.02.2017 05:59;20.02.2017 06:30
upload travel expense documents;1788;20.02.2017 06:30;20.02.2017 06:35
file travel expense report;1788;20.02.2017 06:35;20.02.2017 06:40
confirm travel expense report;1788;20.02.2017 06:40;20.02.2017 06:42
decide on travel expense approval;1788;20.02.2017 13:04;20.02.2017 13:06
send request for travel expense correction;1788;20.02.2017 13:06;20.02.2017 13:07
correct travel expense report;1788;22.02.2017 05:59;22.02.2017 06:39
decide on travel expense approval;1788;22.02.2017 12:59;22.02.2017 13:03
send request for travel expense correction;1788;22.02.2017 13:03;22.02.2017 13:04
correct travel expense report;1788;01.03.2017 05:59;01.03.2017 06:36
decide on travel expense approval;1788;01.03.2017 12:59;01.03.2017 13:03
send original documents to archive;1788;16.03.2017 12:24;16.03.2017 13:09
calculate payments;1788;27.03.2017 08:43;27.03.2017 10:00
pay expenses;1788;10.04.2017 15:02;10.04.2017 15:10
file travel request;1789;23.01.2017 05:59;23.01.2017 06:17
check if travel request needs preliminary price inquiry;1789;23.01.2017 06:17;23.01.2017 06:19
decide on approval requirements;1789;23.01.2017 06:19;23.01.2017 06:19
check if booking is necessary;1789;26.01.2017 13:05;26.01.2017 13:09
prepare booking proposal;1789;31.01.2017 09:04;31.01.2017 10:38
send booking proposal to employee;1789;03.02.2017 11:57;03.02.2017 11:59
check booking proposal;1789;03.02.2017 14:58;03.02.2017 15:04
check if travel request is still needed and up to date;1789;13.02.2017 05:59;13.02.2017 06:15
request update of the booking proposal;1789;13.02.2017 06:15;13.02.2017 06:15
prepare booking proposal;1789;16.02.2017 10:04;16.02.2017 12:03
send booking proposal to employee;1789;21.02.2017 13:17;21.02.2017 13:21
check booking proposal;1789;21.02.2017 19:07;21.02.2017 19:09
book travel;1789;27.02.2017 13:45;27.02.2017 15:26
check if expense documents exist;1789;04.04.2017 15:19;04.04.2017 15:51
file travel expense report;1789;04.04.2017 15:51;04.04.2017 16:05
confirm travel expense report;1789;04.04.2017 16:05;04.04.2017 16:08
decide on travel expense approval;1789;05.04.2017 13:59;05.04.2017 14:03
send request for travel expense correction;1789;05.04.2017 14:03;05.04.2017 14:03
correct travel expense report;1789;10.04.2017 06:59;10.04.2017 07:33
decide on travel expense approval;1789;10.04.2017 14:01;10.04.2017 14:04
send original documents to archive;1789;25.04.2017 06:59;25.04.2017 07:30
calculate payments;1789;25.05.2017 09:03;25.05.2017 09:34
pay expenses;1789;15.06.2017 08:59;15.06.2017 09:09
file travel request;1790;23.01.2017 05:59;23.01.2017 06:06
check if travel request needs preliminary price inquiry;1790;23.01.2017 06:06;23.01.2017 06:06
decide on approval requirements;1790;23.01.2017 06:06;23.01.2017 06:07
check if booking is necessary;1790;26.01.2017 10:58;26.01.2017 11:01
check if expense documents exist;1790;20.03.2017 05:59;20.03.2017 06:27
upload travel expense documents;1790;20.03.2017 06:27;20.03.2017 06:39
file travel expense report;1790;20.03.2017 06:39;20.03.2017 06:55
confirm travel expense report;1790;20.03.2017 06:55;20.03.2017 06:57
decide on travel expense approval;1790;20.03.2017 13:07;20.03.2017 13:12
send original documents to archive;1790;27.03.2017 05:59;27.03.2017 07:09
calculate payments;1790;11.04.2017 08:20;11.04.2017 09:52
pay expenses;1790;24.04.2017 09:52;24.04.2017 09:57
file travel request;1791;23.01.2017 05:59;23.01.2017 06:11
check if travel request needs preliminary price inquiry;1791;23.01.2017 06:11;23.01.2017 06:12
decide on approval requirements;1791;23.01.2017 06:12;23.01.2017 06:13
check if booking is necessary;1791;26.01.2017 11:27;26.01.2017 11:29
check if expense documents exist;1791;16.03.2017 17:55;16.03.2017 18:04
file travel expense report;1791;16.03.2017 18:04;16.03.2017 18:23
confirm travel expense report;1791;16.03.2017 18:23;16.03.2017 18:23
decide on travel expense approval;1791;17.03.2017 12:59;17.03.2017 13:05
send original documents to archive;1791;27.03.2017 05:59;27.03.2017 07:16
calculate payments;1791;10.05.2017 08:09;10.05.2017 09:29
pay expenses;1791;23.05.2017 08:59;23.05.2017 09:09
file travel request;1792;23.01.2017 05:59;23.01.2017 06:22
check if travel request needs preliminary price inquiry;1792;23.01.2017 06:22;23.01.2017 06:24
decide on approval requirements;1792;23.01.2017 06:24;23.01.2017 06:25
check if booking is necessary;1792;26.01.2017 13:48;26.01.2017 13:51
check if expense documents exist;1792;04.04.2017 09:27;04.04.2017 09:34
upload travel expense documents;1792;04.04.2017 09:34;04.04.2017 10:04
file travel expense report;1792;04.04.2017 10:04;04.04.2017 10:07
confirm travel expense report;1792;04.04.2017 10:07;04.04.2017 10:08
decide on travel expense approval;1792;04.04.2017 13:59;04.04.2017 14:06
send original documents to archive;1792;24.04.2017 06:59;24.04.2017 07:24
calculate payments;1792;25.04.2017 08:59;25.04.2017 09:19
pay expenses;1792;04.05.2017 08:59;04.05.2017 09:11
file travel request;1793;23.01.2017 05:59;23.01.2017 06:16
check if travel request needs preliminary price inquiry;1793;23.01.2017 06:16;23.01.2017 06:17
decide on approval requirements;1793;23.01.2017 06:17;23.01.2017 06:18
check if booking is necessary;1793;26.01.2017 12:58;26.01.2017 13:04
prepare booking proposal;1793;31.01.2017 08:01;31.01.2017 09:29
send booking proposal to employee;1793;03.02.2017 11:34;03.02.2017 11:35
check booking proposal;1793;03.02.2017 17:31;03.02.2017 17:35
book travel;1793;09.02.2017 07:59;09.02.2017 08:24
check if expense documents exist;1793;27.02.2017 08:49;27.02.2017 09:27
upload travel expense documents;1793;27.02.2017 09:27;27.02.2017 09:42
file travel expense report;1793;27.02.2017 09:42;27.02.2017 09:55
confirm travel expense report;1793;27.02.2017 09:55;27.02.2017 09:59
decide on travel expense approval;1793;27.02.2017 13:12;27.02.2017 13:14
send request for travel expense correction;1793;27.02.2017 13:14;27.02.2017 13:15
correct travel expense report;1793;07.03.2017 06:43;07.03.2017 07:32
decide on travel expense approval;1793;07.03.2017 13:00;07.03.2017 13:01
send original documents to archive;1793;17.03.2017 13:42;17.03.2017 14:06
calculate payments;1793;05.04.2017 08:04;05.04.2017 10:05
pay expenses;1793;25.04.2017 09:06;25.04.2017 09:17
file travel request;1794;23.01.2017 05:59;23.01.2017 06:29
check if travel request needs preliminary price inquiry;1794;23.01.2017 06:29;23.01.2017 06:30
prepare booking proposal;1794;26.01.2017 14:02;26.01.2017 15:25
send booking proposal to employee;1794;31.01.2017 11:14;31.01.2017 11:18
check booking proposal;1794;31.01.2017 14:55;31.01.2017 14:58
transform price inquiry to travel request;1794;31.01.2017 15:01;31.01.2017 15:01
decide on approval requirements;1794;31.01.2017 15:01;31.01.2017 15:02
check if booking is necessary;1794;03.02.2017 12:28;03.02.2017 12:32
prepare booking proposal;1794;08.02.2017 09:13;08.02.2017 10:53
send booking proposal to employee;1794;13.02.2017 13:50;13.02.2017 13:52
check booking proposal;1794;13.02.2017 14:13;13.02.2017 14:14
book travel;1794;17.02.2017 08:13;17.02.2017 08:55
check if expense documents exist;1794;30.05.2017 18:48;30.05.2017 18:53
file travel expense report;1794;30.05.2017 18:53;30.05.2017 19:02
confirm travel expense report;1794;30.05.2017 19:02;30.05.2017 19:03
decide on travel expense approval;1794;31.05.2017 13:59;31.05.2017 14:01
send original documents to archive;1794;19.06.2017 06:59;19.06.2017 07:17
calculate payments;1794;30.06.2017 16:41;30.06.2017 17:30
pay expenses;1794;14.07.2017 11:14;14.07.2017 11:21
file travel request;1795;23.01.2017 05:59;23.01.2017 06:13
check if travel request needs preliminary price inquiry;1795;23.01.2017 06:13;23.01.2017 06:14
decide on approval requirements;1795;23.01.2017 06:14;23.01.2017 06:14
check if booking is necessary;1795;26.01.2017 11:34;26.01.2017 11:36
check if expense documents exist;1795;01.05.2017 06:59;01.05.2017 07:54
file travel expense report;1795;01.05.2017 07:54;01.05.2017 08:00
confirm travel expense report;1795;01.05.2017 08:00;01.05.2017 08:03
decide on travel expense approval;1795;01.05.2017 14:05;01.05.2017 14:06
send request for travel expense correction;1795;01.05.2017 14:06;01.05.2017 14:08
correct travel expense report;1795;04.05.2017 06:59;04.05.2017 07:33
decide on travel expense approval;1795;04.05.2017 13:59;04.05.2017 14:05
send original documents to archive;1795;08.05.2017 06:59;08.05.2017 07:18
calculate payments;1795;22.05.2017 09:47;22.05.2017 10:38
pay expenses;1795;12.06.2017 11:26;12.06.2017 11:33
file travel request;1796;23.01.2017 05:59;23.01.2017 06:05
check if travel request needs preliminary price inquiry;1796;23.01.2017 06:05;23.01.2017 06:07
decide on approval requirements;1796;23.01.2017 06:07;23.01.2017 06:08
check if booking is necessary;1796;26.01.2017 11:01;26.01.2017 11:03
prepare booking proposal;1796;30.01.2017 14:33;30.01.2017 15:39
send booking proposal to employee;1796;03.02.2017 08:57;03.02.2017 08:58
check booking proposal;1796;03.02.2017 10:12;03.02.2017 10:12
book travel;1796;07.02.2017 13:45;07.02.2017 16:04
check if expense documents exist;1796;03.03.2017 15:03;03.03.2017 15:29
upload travel expense documents;1796;03.03.2017 15:29;03.03.2017 15:51
file travel expense report;1796;03.03.2017 15:51;03.03.2017 15:58
confirm travel expense report;1796;03.03.2017 15:58;03.03.2017 15:58
decide on travel expense approval;1796;06.03.2017 12:59;06.03.2017 13:01
send original documents to archive;1796;09.03.2017 18:12;09.03.2017 18:24
calculate payments;1796;27.03.2017 08:10;27.03.2017 09:37
pay expenses;1796;29.03.2017 09:15;29.03.2017 09:20
file travel request;1797;23.01.2017 05:59;23.01.2017 06:19
check if travel request needs preliminary price inquiry;1797;23.01.2017 06:19;23.01.2017 06:20
decide on approval requirements;1797;23.01.2017 06:20;23.01.2017 06:22
check if booking is necessary;1797;26.01.2017 13:41;26.01.2017 13:47
prepare booking proposal;1797;31.01.2017 09:41;31.01.2017 10:46
send booking proposal to employee;1797;03.02.2017 11:59;03.02.2017 12:03
check booking proposal;1797;03.02.2017 14:14;03.02.2017 14:17
book travel;1797;08.02.2017 12:31;08.02.2017 13:55
check if expense documents exist;1797;01.05.2017 06:59;01.05.2017 07:59
upload travel expense documents;1797;01.05.2017 07:59;01.05.2017 08:07
file travel expense report;1797;01.05.2017 08:07;01.05.2017 08:19
confirm travel expense report;1797;01.05.2017 08:19;01.05.2017 08:21
decide on travel expense approval;1797;01.05.2017 14:06;01.05.2017 14:11
send original documents to archive;1797;15.05.2017 06:59;15.05.2017 07:05
calculate payments;1797;05.06.2017 09:43;05.06.2017 10:31
pay expenses;1797;14.06.2017 08:59;14.06.2017 09:09
file travel request;1798;23.01.2017 05:59;23.01.2017 06:08
check if travel request needs preliminary price inquiry;1798;23.01.2017 06:08;23.01.2017 06:09
prepare booking proposal;1798;26.01.2017 11:03;26.01.2017 12:52
send booking proposal to employee;1798;31.01.2017 07:59;31.01.2017 08:05
check booking proposal;1798;31.01.2017 13:56;31.01.2017 14:03
check if price inquiry is still needed and up to date;1798;03.02.2017 19:28;03.02.2017 19:37
request update of the booking proposal;1798;03.02.2017 19:37;03.02.2017 19:37
prepare booking proposal;1798;09.02.2017 07:59;09.02.2017 08:53
send booking proposal to employee;1798;14.02.2017 08:54;14.02.2017 08:56
check booking proposal;1798;14.02.2017 13:08;14.02.2017 13:15
transform price inquiry to travel request;1798;14.02.2017 13:20;14.02.2017 13:21
decide on approval requirements;1798;14.02.2017 13:21;14.02.2017 13:22
check if booking is necessary;1798;20.02.2017 08:09;20.02.2017 08:15
check if expense documents exist;1798;03.04.2017 05:59;03.04.2017 07:04
file travel expense report;1798;03.04.2017 07:04;03.04.2017 07:09
confirm travel expense report;1798;03.04.2017 07:09;03.04.2017 07:11
decide on travel expense approval;1798;03.04.2017 13:59;03.04.2017 14:00
send original documents to archive;1798;13.04.2017 06:59;13.04.2017 07:17
calculate payments;1798;05.05.2017 14:57;05.05.2017 15:54
pay expenses;1798;16.05.2017 09:18;16.05.2017 09:26
file travel request;1799;23.01.2017 05:59;23.01.2017 06:36
check if travel request needs preliminary price inquiry;1799;23.01.2017 06:36;23.01.2017 06:37
decide on approval requirements;1799;23.01.2017 06:37;23.01.2017 06:37
check if booking is necessary;1799;26.01.2017 15:05;26.01.2017 15:11
check if expense documents exist;1799;19.04.2017 06:59;19.04.2017 07:31
upload travel expense documents;1799;19.04.2017 07:31;19.04.2017 07:36
file travel expense report;1799;19.04.2017 07:36;19.04.2017 07:46
confirm travel expense report;1799;19.04.2017 07:46;19.04.2017 07:46
decide on travel expense approval;1799;19.04.2017 13:59;19.04.2017 14:05
